tweet_id,author_id,text,created_at,response_tweet_id
258698,177528,"@Uber_Support __email__
This is my account email......",Thu Oct 05 19:50:28 +0000 2017,258700
258699,177528,"@115873 outstanding payment, can't use to pay with the same card twice? help!!",Wed Apr 19 14:52:53 +0000 2017,258697
259043,177594,@115873 can someone in customer service contact me regarding being charged for a ride that never came.,Thu Oct 05 20:20:14 +0000 2017,259042
259045,177595,@115873 u guys r charging me a cancel fee for a guy who didn't move or answer his phone. Help!,Thu Oct 05 20:21:19 +0000 2017,259044
259047,177596,@Uber_Support really? Why is my area out of it?!! 😭 https://t.co/mtZXXEnwle,Thu Oct 05 19:29:18 +0000 2017,259046
259049,177597,@Uber_Support I need help with my account and support by email don't answer me,Thu Oct 05 19:31:41 +0000 2017,259048
259052,177598,@Uber_Support Any issues for UberEATS in London ?,Thu Oct 05 19:24:45 +0000 2017,259050
259054,177599,"@Uber_Support I'm not having trouble purchasing it. I'd like to be able to purchase the flat-rate pass that I had before. Hate the new A to B ""option.""",Thu Oct 05 20:23:22 +0000 2017,259056
259057,177599,"@Uber_Support Soooo, I did, on Oct. 5... no response. Cool. 🙄",Wed Oct 11 20:27:04 +0000 2017,259058
259055,177599,"Hey @115873, when is the ""ride anywhere"" ride pass coming back? I'm not paying for a pass restricted to just to point A/B... 🙄 https://t.co/paAu9YO7bW",Thu Oct 05 19:19:47 +0000 2017,259053
259062,177600,@115877 have just ordered using your service and the delivery guy has stolen my food.,Thu Oct 05 19:16:52 +0000 2017,259060
259064,177601,@115873 what’s the best email to resolve a driver problem 🙄,Thu Oct 05 20:14:10 +0000 2017,259063
259066,177602,@115877 I was charged 10 times extra for my meal. What must I do?,Thu Oct 05 18:25:36 +0000 2017,259065
259068,177603,@13331 les madé un tweet y nunca respondieron 😡😡 acabo de hacer un pedido y no se aplicó el código. Pésimo servicio. Qué debo hacer?,Thu Oct 05 18:20:32 +0000 2017,259067
259630,177753,@Uber_Support my account has been disabled for over a week and no one has responded to my request to get it back - what gives?,Thu Oct 05 19:50:22 +0000 2017,259629
259633,177754,@115873 legit the LEAST helpful customer service What could be done w/ 1 phone call instead is dragged out over 2 weeks &amp; infuriating emails,Thu Oct 05 20:13:36 +0000 2017,259631
259899,177830,@Uber_Support Done all that . I don't get an option to save . It just comes up with Next in a grey box and an error saying invalid Zip code .,Thu Sep 14 19:34:34 +0000 2017,259897
259904,177830,@Uber_Support Even on your web site it says I can only add payment cards via app ?,Thu Sep 14 19:16:23 +0000 2017,259903
259906,177830,"Anyone on here had problems adding a payment card to @115873, Select UK put in postcode and it won't continue as invalid Zip Code ?",Thu Sep 14 18:48:31 +0000 2017,259905
260102,172619,@Uber_Support Been writing to you for 2 days now! Why do you force your customers to pay the charges when it's your driver's fault! (1/2),Fri Oct 06 06:39:28 +0000 2017,260105
260106,172619,@Uber_Support I need to make a complaint! the driver asked me to cancel the trip and you want me to pay the adjustments!,Fri Oct 06 07:29:45 +0000 2017,260107
260104,172619,@Uber_Support check dm now!,Thu Oct 05 19:58:38 +0000 2017,260099
260110,177886,@115877 really unimpressive when my order just disappears with no reason and doesn't show in my history. Zero stars.,Thu Oct 05 19:10:08 +0000 2017,260109
260112,177887,"@Uber_Support I have tried all that but it won't let me edit my name. My name says ""Andew Forest"" when my name is ""Andrew Foerst""",Thu Oct 05 22:39:57 +0000 2017,260114
260113,177887,@Uber_Support I'm a driver and my first and last name on my profile is incorrect but the emails I get has the correct name. Help?,Thu Oct 05 20:14:17 +0000 2017,260111
260116,177888,"@115873 Please stop sending me emails! Your driver stole my Nintendo 3DS last year during the holidays, so I haven’t used Uber again. &gt;:X",Thu Oct 05 20:33:05 +0000 2017,"260115,260117"
260119,177889,Hi @115873 I've just been charged for a taxi I didn't order but your app doesn't let me talk to someone about it,Thu Oct 05 20:42:13 +0000 2017,260118
260529,178003,How my Uber driver drops me off and then proceed to hit me with the car .... nigga,Thu Oct 05 21:07:39 +0000 2017,260528
260531,178004,"Dear @115873 driver app developers, 
Can u add route types?
Map types? 
To make it easier for drivers to choose their trips.
#uberdriver",Thu Oct 05 21:10:36 +0000 2017,260530
260533,178005,"@115877 app is dead, suggestions? @116057 what you got?",Thu Oct 05 19:13:47 +0000 2017,260532
260535,178006,@115873 why does my driver keep going in circles I've been in this car tooo long,Thu Oct 05 21:06:50 +0000 2017,260534
260537,178007,"@115877 yo! Ordered food, says it’s being delivered, can’t find it on the app as a previous or past order, so no clue if it worked",Thu Oct 05 19:12:20 +0000 2017,260536
260539,178008,"@Uber_Support @115877 
Tried to order some food and the app crashed and won’t load any menus now https://t.co/AmZfWpCs8w",Thu Oct 05 19:11:54 +0000 2017,260538
260541,178009,Sooooooooooo my @115873 driver literally almost ran this man over. The man had the walk sign...then had the audacity to yell at the man. 🤦🏾‍♀️,Thu Oct 05 20:58:41 +0000 2017,260540
260543,178010,@Uber_Support The app does not show a picture of my car for passengers to see! Please fix!,Thu Oct 05 20:21:33 +0000 2017,260542
260545,178011,"@Uber_Support Im trying to buy an uber ride pass 
Its saying my payment cannot be accepted. Y the fuck is @115873 still taking the money out?",Thu Oct 05 20:22:58 +0000 2017,260544
260547,135994,"Dear @Uber_Support, just had two consecutive cars deny driving me into San Francisco from SFO. Are you guys out of business?",Thu Oct 05 20:19:40 +0000 2017,260546
260549,178012,@115873 why uber won't request trips. WHAT IS GOING ON! It's been a over week now 😪,Thu Oct 05 21:00:03 +0000 2017,260548
260551,178013,"@Uber_Support Good afternoon, I'm having trouble seeing the restaurants on uber eats. I'm not sure what's happening.",Thu Oct 05 19:25:11 +0000 2017,260550
260553,178014,@Uber_Support She has done and is waiting for a response. I will DM you her phone # so you can pick out the support request.,Thu Oct 05 21:01:48 +0000 2017,260555
260554,178014,@Uber_Support my friend's account has been hacked and she's unable to reset her password. What is the best process,Thu Oct 05 20:15:22 +0000 2017,260552
260765,178084,@115873 you locked me out of my account and it is such a convoluted process to get back in. I'm using @115879 from now on bye.,Thu Oct 05 00:17:02 +0000 2017,260763
260999,178139,"@Uber_Support  don't order from them. There app double ordered a product, charged x2, and all I get are canned responses. https://t.co/erkwOG3ELx",Thu Oct 05 20:42:21 +0000 2017,260998
261001,178140,"@Uber_Support I need help, reply to my DM",Thu Oct 05 20:45:29 +0000 2017,261000
261003,178141,@115873 when will you guys have a native Apple Watch app that allows pickup at my watch location and not my phone?  Trying to untether,Thu Oct 05 20:37:52 +0000 2017,261002
261005,178142,@Uber_Support not referring to 1 trip but many in the last few months. Take over 20 minutes more than estimated time. Heard countless others complain too.,Fri Oct 06 13:28:15 +0000 2017,261007
261006,178142,What happened to @115873 pool making sense?? Since when does pool mean ANYWHERE in the city. Legit the bus is quicker now. @Uber_Support,Thu Oct 05 21:22:10 +0000 2017,"261004,261008"
261010,178143,@115877 is your app not working again?  Won’t let me order keeps giving me internal error server,Thu Oct 05 19:21:16 +0000 2017,261009
258170,177409,@Uber_Support It's giving 404 page not found,Thu Oct 05 20:19:06 +0000 2017,261011
261013,178144,I think Uber doesn't want me to gain weight 😔😔 ㅡ Im so hungry 😭 @Uber_Support @115877 @132177 https://t.co/gFKBV62rDA,Thu Oct 05 19:19:45 +0000 2017,261012
261015,178145,Any surge prices going on in greensboro nc tonight @141483,Thu Oct 05 21:04:10 +0000 2017,261014
261452,178250,"@Uber_Support I have this error message when I change it, what can I do ? https://t.co/b8w5WKR8Hc",Fri Oct 06 12:22:19 +0000 2017,261454
261453,178250,@Uber_Support hello! How can I change my telephone number please ? Thanks :),Thu Oct 05 21:06:12 +0000 2017,261451
261456,172100,"Hi @115873, I gave 1 star. Would have rated higher if I got to ride in the car when I got charged. Alas I was never picked up 🤷🏻‍♂️ https://t.co/AXr9ktcTaI",Thu Oct 05 21:36:22 +0000 2017,261455
261458,178251,@178252 @115877 Same in france ubereats is down.,Thu Oct 05 19:33:12 +0000 2017,261457
261459,178252,@115877 is not working? Can't load restaurants from App or website!,Thu Oct 05 19:31:25 +0000 2017,"261458,261460"
261462,178253,@Uber_Support Yay! Thank you 🙏🏽 ❤️,Fri Oct 06 02:37:37 +0000 2017,261464
261463,178253,"Glad to see it's not just my @115877 that isn't working. No restaurants showing up. Fix it. Please, please fix it.",Thu Oct 05 19:32:39 +0000 2017,261461
261466,178254,"@115877 what’s wrong with your system, we are hungry 😑 https://t.co/7IHkKrLWTX",Thu Oct 05 19:27:37 +0000 2017,261465
261469,178255,@Uber_Support Thank you! I just did. Hope to hear back.,Thu Oct 05 20:49:57 +0000 2017,261467
261471,178255,@115877 not happy with today's order. The worst! https://t.co/pbiy9xfsxc,Thu Oct 05 19:06:20 +0000 2017,261470
261473,178256,"Not sure why @115877 suddenly stopped working in Las Vegas, but neither their site nor app show any restaurants available.",Thu Oct 05 19:26:29 +0000 2017,261472
261475,178257,"@Uber_Support It's sorted. I called my phone, the driver answered and we arranged a drop-off. Maybe use a different authentication method online.",Thu Oct 05 21:47:35 +0000 2017,261477
261476,178257,"@118730 I can't login online to report having left my phone in the car, without verifying my account via a text to my lost phone!?",Thu Oct 05 20:43:59 +0000 2017,261474
261479,178258,@115877 is everything closed tonight?,Thu Oct 05 19:26:05 +0000 2017,261478
261894,178366,3 @115873 drivers cancelled after all 3 rode past the location instead of just turning around. Smh 🤦🏽‍♀️ Is this what we are doing now?,Thu Oct 05 21:45:19 +0000 2017,261893
261896,178367,"@Uber_Support I placed an order on UberEats, got confirmation on credit card and then my order vanished in app. Hungry. Frustrated. Billed.",Thu Oct 05 19:43:05 +0000 2017,261895
261898,178368,"@Uber_Support Have DM Was only looking at the app for an idea of price, had to blocked &amp; uninstall",Thu Oct 05 21:17:16 +0000 2017,261897
261900,178368,@115873 why is your app for Sao Paulo so complicated? Got taxi drivers ringing me &amp; I haven't left Nottingham yet hope I'm not being charged,Thu Oct 05 20:58:35 +0000 2017,261899
261902,178369,@115877 where is my delivery?,Thu Oct 05 19:41:44 +0000 2017,261901
261904,178370,@115877 I would like to get my city up and running with UberEATS. How do I make this happen? Fernley NV 89408. The people want this,Thu Oct 05 19:54:08 +0000 2017,261903
261906,178371,In an @115873 + driver has her baby in backseat? This is a 1st. Good thing we're a party of 3 + not 4....,Thu Oct 05 21:46:58 +0000 2017,261905
261908,178372,@Uber_Support @Uber_Support __email__,Thu Oct 05 20:10:00 +0000 2017,261907
261910,178372,@Uber_Support you should stop such bad services.really pathetic otherwise I will file a legal case against your bad service.,Thu Oct 05 12:42:43 +0000 2017,261909
261912,178373,"@115873 that is unnecessarily to pay by self, that's not my problem. its uber driver problem he refused to drop my selected place.. https://t.co/kq5SfjGAUi",Thu Oct 05 21:42:14 +0000 2017,261911
261916,178374,@Uber_Support This is not about heavy traffic or time. The price of should be fixed at the start of the trip! Why did the price go up DURING the trip?,Thu Oct 05 23:01:41 +0000 2017,261917
261915,178374,"@Uber_Support  

My suspicion is that some drivers game the system by changing the destination at their end withing informing pool customers https://t.co/TR9utGewYn",Thu Oct 05 21:24:24 +0000 2017,261913
262324,175812,@Uber_Support Done sending the note. Please solve my issue,Fri Oct 06 09:08:08 +0000 2017,262326
262327,175812,"@Uber_Support I still have not been followed up :( 
I still cannot able to login to my account! I hope you will solve my issue asap",Fri Oct 06 11:40:41 +0000 2017,262328
262330,175812,@Uber_Support What's the benefit of having uber when it is not by my side when I need it the most?,Fri Oct 06 14:05:36 +0000 2017,262331
262325,175812,@Uber_Support I have DM'ed my mail,Thu Oct 05 21:02:28 +0000 2017,262323
262335,178484,"my @115873 driver picked me up 20 mins late, didn't have toll money, &amp; then proceeded to ask if I'm still coming... YUHH I NEED A RIDE HOME",Thu Oct 05 22:09:45 +0000 2017,262334
262337,178485,@115873 - maybe ask your drivers to stop pulling over &amp; urinating anywhere they want. 2nd driver I've seen this week in San Francisco 😵😷 https://t.co/lZwzaxY510,Thu Oct 05 22:01:56 +0000 2017,262336
262339,177594,@Uber_Support I'm very upset and disappointed in your service. To charge me when services were not rendered is shameful,Thu Oct 05 21:23:10 +0000 2017,262338
262341,178486,@Uber_Support hey why isn't my payment type going through ? My card has money on it,Thu Oct 05 21:20:26 +0000 2017,262340
262343,178487,@Uber_Support the application screwed me up so bad changing my pickup address! How can I fix this?,Thu Oct 05 21:18:02 +0000 2017,262342
262345,178488,@Uber_Support are passengers going to be charged extra because app won't end trip and you don't let your parents call tech support?,Thu Oct 05 21:27:48 +0000 2017,262344
262347,133305,@Uber_Support can I get a quick question answered please. I DM'd.,Thu Oct 05 21:58:30 +0000 2017,262346
262700,178583,"Unbelievable. Uber driver knocks over our mailbox on Saturday, STILL haven't heard from one of @Uber_Support 's insurance adjusters.",Thu Oct 05 21:08:33 +0000 2017,"262701,262702,262699,262703"
262705,178584,"@115873 I’m having trouble with your app. I can’t seem to log back in to my account. Help, please!",Thu Oct 05 22:24:03 +0000 2017,262704
262707,178585,@115873 @Uber_Support this guy is not picking my call after I told him my destination he is standing there neither he is cancelling the ride. https://t.co/CdQ57GEKXc,Thu Oct 05 21:35:05 +0000 2017,262706
262709,178586,Used @115879 for the first time in my life because @115873 QUADRUPLED the price bc it was busy...like a hoe.,Thu Oct 05 22:18:07 +0000 2017,262708
262711,178587,@Uber_Support I am wanting to add a vehicle to my account.,Thu Oct 05 22:09:03 +0000 2017,262710
262714,178587,@Uber_Support hey team need some help,Thu Oct 05 20:35:44 +0000 2017,262713
263076,178693,So my uber got into an accident today😩 my poor knee.,Thu Oct 05 22:40:06 +0000 2017,263075
263078,178694,@Uber_Support I need a phone number in México to contact someone.,Thu Oct 05 22:42:26 +0000 2017,"263077,263079"
263081,178694,@uber_support I need to contact someone in Mexico to request why I can not get an invoice for 2 business trips. I got the recepits but need an invoice.,Thu Oct 05 22:36:42 +0000 2017,263080
263083,178695,@115877 @Uber_Support can you help?,Thu Oct 05 20:00:37 +0000 2017,263082
263087,178696,@Uber_Support I just got off the phone with critical response line. Your Uber driver legit would NOT let me out his car after canceling my ride midroute.,Thu Oct 05 22:45:41 +0000 2017,"263089,263090"
263088,178696,The service I experienced with @115873 today. NEVER AGAIN.,Thu Oct 05 22:36:09 +0000 2017,263085
263093,178699,"@115873 You app is literally pissing me off I’ve used multiple cards I have that has money, I even brought a gift card and it won’t allow me.",Thu Oct 05 22:31:50 +0000 2017,263092
263095,178700,My @115873 account was locked and I just wanna know why 🙃,Thu Oct 05 22:32:40 +0000 2017,263094
263097,178701,why is an UBER POOL $41?????????? @115873,Thu Oct 05 22:31:36 +0000 2017,263096
263099,178702,@115873 seems like someone is trying to scam customers... https://t.co/fqMc26ffBR,Thu Oct 05 22:30:27 +0000 2017,263098
263101,178703,"@Uber_Support I sent you a DM about an issue I’m having, please get back to me soon!",Thu Oct 05 21:33:38 +0000 2017,263100
263103,178704,"@Uber_Support Already did, waiting on someone to call me...",Thu Oct 05 22:40:13 +0000 2017,263105
263106,178704,@Uber_Support Wish it was sooner than later since I fly out in 45 min and need your service when I land...,Thu Oct 05 23:16:32 +0000 2017,263107
263104,178704,@115873 you are impossible to get a hold of when someone’s hacked your account.  How about putting a phone # on your website... #wtf,Thu Oct 05 22:29:13 +0000 2017,263102
263110,178705,"@Uber_Support Thanks for the prompt response, @115873! I have filled out the form and submitted my suggestion.",Thu Oct 05 22:43:50 +0000 2017,263112
263111,178705,@115873 should have a feature where you can choose which language you want your driver to  speak before you request a ride,Thu Oct 05 22:19:23 +0000 2017,263109
263658,178843,"@115873 trying set an uber event but getting terrible service from Earl, who says he's the only person I can talk to! do you want this event?",Thu Oct 05 22:52:06 +0000 2017,263657
263660,178844,I can't use @115873 because my number and email already registered by someone else from Indonesia since last year. Wth,Thu Oct 05 22:53:25 +0000 2017,263659
263663,173287,@115873 still waiting for a reply for my refund so I can delete your dumb app and use Lyft.,Thu Oct 05 22:52:47 +0000 2017,263661
263665,178845,Fuck it @115873 you've got issues  I've been waiting for a confirmed ride. But it changed. To another with more delays. You suck!!,Thu Oct 05 22:50:20 +0000 2017,263664
263667,178846,"@115873 Overcharged by 2+ mi, but Customer service refuses to adjust the fair.",Thu Oct 05 22:51:14 +0000 2017,263666
263669,178847,@115877 can't find the free food bit anywhere in my app? Can't find my code anywhere for my boyfriend who's a new user to use it.,Thu Oct 05 20:18:07 +0000 2017,263668
263671,178848,@Uber_Support Did that already. And I have like 3 tickets open.,Thu Oct 05 22:49:18 +0000 2017,263673
263672,178848,"So @115873 insists on charging me a $5 fee b/c I cancelled after 2 min when my driver sped right by me and didn’t even stop.

👋🏼 @115879",Thu Oct 05 22:45:44 +0000 2017,263670
263675,178849,@Uber_Support  I purchased $35 worth of credits because for some dumb reason you cant take my Master card. And you cant the credits either!,Thu Oct 05 22:35:05 +0000 2017,263674
265090,179156,@Uber_Support Finding a way to contact an actual human for account support is so frustrating. Would it be so hard to put email form on site?,Thu Oct 05 23:08:31 +0000 2017,265089
265092,179157,@Uber_Support really needs a damn service number 🙄,Thu Oct 05 22:48:19 +0000 2017,265091
265094,179159,@Uber_Support Hi. I’m trying to order food and every time I go to place order it ask me for my # but then says “error.” How do I fix this?,Thu Oct 05 23:16:24 +0000 2017,265096
265095,179158,@Uber_Support Why did U hide the ratings &amp; tip portion on the rider app? Don’t feel it’s necessary 2 tip or rate the drivers that make U $$?,Thu Oct 05 22:12:44 +0000 2017,265093
265098,179160,Hate you. @115873,Thu Oct 05 23:01:18 +0000 2017,265097
265101,179161,@Uber_Support I can't get anyone from@UberEATS to help me with fact that someone is using my cc# on their account and I'm lckd out of mine,Thu Oct 05 22:09:37 +0000 2017,265100
265103,179162,"@115873 there's a trip on my account that I did not book but I have been charged for it, how do u get a refund 🆘🆘🆘",Thu Oct 05 22:59:54 +0000 2017,265102
265425,179236,"@Uber_Support I can't, it won't let me log in without a verification code sent to my phone but I left the phone in the uber!",Fri Nov 03 06:31:44 +0000 2017,265427
265426,179236,@Uber_Support I think I just left my phone in an uber but my internet login won't work and I obv can't contact the driver so I dnk what todo,Fri Nov 03 06:26:26 +0000 2017,265424
265430,179237,.@Uber_Support My driver last night didn’t end the trip when he dropped me off. I’ve sent a HELP request but no response. What should I do? https://t.co/jZHbnpLdAV,Fri Nov 03 06:20:47 +0000 2017,"265428,265431"
265440,179239,"@Uber_Support.

 I have paid 376 to the driver however the receipt shows the cash received as 0.. Need correct receipt, 24 Oct 2017,Delhi",Fri Nov 03 06:19:01 +0000 2017,265439
265631,179276,@Uber_Support I am not getting SPG points with every Uber ride. SPG says the issue is on Uber's end...can you help?,Mon Oct 16 21:19:03 +0000 2017,265626
265650,179286,@Uber_Support car rentals says my profile is not complete. What is happening?,Mon Oct 16 21:13:01 +0000 2017,265649
266184,179406,@Uber_Support I've been charged for an UBER ride despite never holding an account with you or even riding in an UBER vehicle.,Thu Oct 05 22:45:37 +0000 2017,266183
266186,179407,"@115873 needs to fix glitch in app, that declines your CC, at random about 1 in 5 times, when there isn't a card problem",Thu Oct 05 23:11:19 +0000 2017,266185
266188,179408,@Uber_Support At the least the driver should communicate,Thu Oct 05 22:43:00 +0000 2017,266187
266191,163510,@Uber_Support what's best email to contact support?,Thu Oct 05 22:40:08 +0000 2017,266190
266193,178587,@Uber_Support Hey guys I could use some assistance please,Thu Oct 05 23:18:39 +0000 2017,266192
266196,179409,Hey @131434 @Uber_Support did you get my last tweet??,Thu Oct 05 21:55:04 +0000 2017,266194
266198,179410,"@Uber_Support I already changed my password. Is there something else I have to do? Someone tried to get in a ride in Belarus, I live in Florida.",Thu Oct 05 23:19:02 +0000 2017,266200
266199,179410,@Uber_Support my account was hacked. I changed my password. Is there anything else I should do? Please assist me,Thu Oct 05 22:42:40 +0000 2017,266197
266203,179411,@Uber_Support I have taken 20 plus pictures of my registration for my vehicle. But it keeps saying missing when expiration date says 7/3/18,Thu Oct 05 22:08:57 +0000 2017,266202
266561,179509,"@Uber_Support Was moved to a new Uber account after old could not be fixed, but now I lost SD ride pass access. Any way to get it back?",Thu Oct 05 22:53:37 +0000 2017,266560
266563,179510,@115873 did you take the tipping option off the app?,Thu Oct 05 23:06:18 +0000 2017,266562
266565,179511,"@Uber_Support Thanks, my food got delivered, but I wasn't able to know for sure since everything disappeared.",Thu Oct 05 22:53:39 +0000 2017,266564
266567,179511,@Uber_Support ordered food scheduled to arrive in a few minutes. Suddenly order and all restaurants are missing. What's going on?,Thu Oct 05 19:29:34 +0000 2017,266566
266569,179512,@Uber_Support can I find out the route of an unauthorized trip that wasn’t on my Uber account?,Thu Oct 05 22:57:47 +0000 2017,266568
266997,179637,I NEED HELP NOW YALL FUCKED UP @115877,Thu Oct 05 21:02:09 +0000 2017,266996
266999,179638,I got @115877 today in the morning since it said I had free delivery and they still charged me like really .. I guess . 🙄,Thu Oct 05 20:46:29 +0000 2017,266998
267001,179639,"When I wait 20 mins for 2 @115873 , 1 of which cancels while I'm standing here waiting, I guess I'm not surprised London doesn't want them",Thu Oct 05 23:30:55 +0000 2017,267000
267003,179640,@Uber_Support Thank you. Just sent it.,Fri Oct 06 00:16:28 +0000 2017,267005
267004,179640,@115873 At the end of my very generous rope w/ you. 100% legit reason for wanting a refund on my cancel fee &amp; you say no. You sure?,Thu Oct 05 23:46:25 +0000 2017,267002
267275,179708,@Uber_Support Can you please send my September business travel report????,Thu Oct 05 23:48:47 +0000 2017,267277
267276,179708,@Uber_Support You are not resolving my issue. I don't understand how you can't fix something so simple.,Fri Sep 29 13:36:23 +0000 2017,267274
267442,179760,@Uber_Support  https://t.co/1gSV9AReaU,Thu Oct 05 22:28:23 +0000 2017,267441
267444,179760,"@Uber_Support Already sent a note, but I haven't received any emails yet.",Thu Oct 05 01:03:56 +0000 2017,267443
267446,179760,"@115873 Hi, why is my account disabled? +63 919 459 1524",Wed Oct 04 23:20:38 +0000 2017,267445
267448,179761,@12857 how can I contact you to report an issue with a ride if I wasn’t the one who requested it?,Thu Oct 05 23:27:53 +0000 2017,267447
267450,179762,@115873 you are the absolute worst company.  I call for a car to pick me up at my apartment and driver refused use @115879,Thu Oct 05 23:37:49 +0000 2017,267449
267881,179876,@Uber_Support friend lost her phone in an Uber. Plz help,Thu Oct 05 23:36:05 +0000 2017,267880
267883,179877,Anyone else having issues with @115877? #UberEATS https://t.co/d60X8KRHtl,Thu Oct 05 21:14:50 +0000 2017,267882
268407,179983,@Uber_Support hey I’m not receiving any requests when I’m online 😔😔,Fri Oct 06 00:21:36 +0000 2017,268406
268409,179984,@115873 Hey #UBER please get back to me like now! Why can I not get past the “front face page” andFORMAT I cannot get food or ride fix now!,Thu Oct 05 21:51:47 +0000 2017,268408
268411,179985,@Uber_Support I already have.,Fri Oct 06 00:35:46 +0000 2017,268410
268414,179985,@115873 this is an absolute joke. I’ve ordered from uber eats and the minute I’ve given my PayPal and paid 3 minutes from the order being here,Thu Oct 05 21:46:17 +0000 2017,268412
268416,179986,@Uber_Support I sent a message through my Uber app. When should I respect a response?,Fri Oct 06 00:44:35 +0000 2017,268418
268417,179986,@115873 i was charged an $80 cleaning fee without explanation or proof. All I received was an email stating that a mess was left,Fri Oct 06 00:20:24 +0000 2017,268415
268420,179987,"Just got pulled over by ATL airport security &amp; was told that I had to have a special badge to pick-up passengers. 

Almost got 2 citations because of it. Apparently, @115873 didn’t think to tell drivers this. Awesome. 😠",Fri Oct 06 00:20:06 +0000 2017,268419
268413,180090,"@Uber_Support @179985 ""Help""",Fri Oct 06 00:39:03 +0000 2017,268808
268810,180091,@Uber_Support your delivery partner app needs a time stamp on countdown for the confirm order screen so we know how long we've been waiting. https://t.co/iyGFbWqFoY,Fri Oct 06 00:21:56 +0000 2017,268809
268812,180092,ordered waffles from @115877 and only one came and it was cold lol,Thu Oct 05 22:16:03 +0000 2017,268811
268814,180093,This @115873 driver is horrifying me.,Fri Oct 06 00:38:13 +0000 2017,"268813,268815"
268817,180094,@Uber_Support Done,Fri Oct 06 01:02:38 +0000 2017,268819
268818,180094,.@115873 driver was one block away called to confirm drop-off location and then cancelled my ride will now be late for a business dinner. Thnx,Fri Oct 06 00:43:12 +0000 2017,268816
268821,180095,@Uber_Support Hello I just placed an order for McDonald's and the app said it won't go through so I left it. It took the money,Thu Oct 05 23:38:19 +0000 2017,268820
268823,180096,"@Uber_Support buenas me gustaria saber si este auto entra, peugot 307cc 
2007 de 4 asientos",Thu Oct 05 23:51:47 +0000 2017,268822
268825,180097,@Uber_Support why is uber not taking my credit card??,Thu Oct 05 23:12:00 +0000 2017,"268824,268826"
269246,180205,Thanks @115873 pool for taking me in the opposite direction of my destination mid ride to get a third passenger. #greed #algofail,Fri Oct 06 00:57:51 +0000 2017,269245
269249,180206,@13701 I PROMISE I DID NOT DITCH CLASS TODAY my Uber driver just got us into an accident on my way over!!!! smh,Fri Oct 06 00:55:50 +0000 2017,269247
269251,180207,"@115873 y’all charged me, gimme my money back https://t.co/TvPJgyN1BD",Fri Oct 06 00:51:01 +0000 2017,269250
269253,180208,@115873 hello I need to make an complaint about one of your driver's can you contact me please __email__,Fri Oct 06 00:49:35 +0000 2017,269252
269595,180301,@115873 your service in Toronto stinks. Ill never ride again.,Fri Oct 06 01:02:30 +0000 2017,269594
269597,180302,@Uber_Support I’ve done this many times and got my he sane I guess sultbof my money not being received,Fri Oct 06 01:45:42 +0000 2017,269599
269598,180302,@Uber_Support help I am a driver who you haven’t paid  in weeks,Fri Oct 06 00:42:03 +0000 2017,269596
269602,135854,@135855 @Uber_Support Over 30 minutes late! Try being a passenger to see how bad your app is!,Fri Oct 06 00:59:27 +0000 2017,269600
269604,180303,@115873 @Uber_Support can't apply promo code..plz help.. https://t.co/5dSFFuiXiT,Fri Oct 06 01:10:02 +0000 2017,269603
269608,180304,"@Uber_Support It keeps telling 'something isn't working, try again later'",Fri Oct 06 01:24:08 +0000 2017,269609
269607,180304,"@Uber_Support @115873 still trying to get a response from the 'contact your driver' form, still saying 'try again later'.",Fri Oct 06 01:02:21 +0000 2017,269605
269612,180305,@Uber_Support my confirmation rate in app shows wrong numbers. I confirmed 4 trips out of 5. https://t.co/oXOKH4GQni,Thu Oct 05 23:14:35 +0000 2017,269611
269614,180306,My uber driver just got stopped by feds. Let me just walk the rest of my journey man ffs,Fri Oct 06 01:04:33 +0000 2017,269613
269987,169953,Help this problem is back. https://t.co/AQgt6mycla,Fri Oct 06 01:34:13 +0000 2017,269986
269989,180396,@Uber_Support can u check DM what happen to my support,Fri Oct 06 00:42:04 +0000 2017,269988
270405,180472,.@115877 i would like a refund and free dinner for you making me wait an hour to cancel my order as soon as it is to be delivered.,Thu Oct 05 23:02:02 +0000 2017,270404
270407,180473,"@115877 I never revived my food, and had a SUPER RUDE delivery, where he said I got my food, and you guys haven't contacted me yet! Grr",Thu Oct 05 22:59:45 +0000 2017,270406
270409,180474,"I can't pay uber  with my credit card, can you help me fix it up ?  @115873",Fri Oct 06 00:50:10 +0000 2017,270408
270411,180475,"My @115873 driver is driving like the cab driver in ""Ghost Dad"" so someone tell my mother I love her if we go flying into the river.",Fri Oct 06 01:28:10 +0000 2017,270410
270413,180476,Erm @115877 why have I been waiting 55 mins for a McDonald and it's just disappeared from my orders?!?!,Thu Oct 05 22:46:54 +0000 2017,270412
270415,180477,@Uber_Support @115873 did some any one say that your support sucks !!!!! If not let me tell that. I am asking for a trip receipt and I can't get it,Fri Oct 06 01:06:29 +0000 2017,270414
270417,180478,@Uber_Support @115873 You just charged me $66 for a ride I CANCELED. Plus $6 because you can’t get a signal at ATL Ride Share. Fix this. #uber,Fri Oct 06 01:00:47 +0000 2017,270416
270419,180479,@115873 complete sh** show ATL airport.  Worst Uber experience ever.  @13755 @122828,Fri Oct 06 01:22:25 +0000 2017,270418
270604,180537,"@Uber_Support The same thing happened again! What is going on? My acc was unlocked, then payment method rejected, now banned again!!!",Fri Oct 06 01:50:57 +0000 2017,270606
