tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
825145,Uber_Support,False,Fri Oct 13 00:43:22 +0000 2017,@316520 Let's take a look at your inquiry! Please DM us the email and phone number linked to your account and we will follow up.,,825146.0
825147,Uber_Support,False,Wed Oct 11 20:41:11 +0000 2017,@316520 Sorry to hear about the trouble! Please visit https://t.co/ZFaWy0Lkdu so we can sort this out.,825146,825148.0
825149,Uber_Support,False,Fri Oct 13 00:40:51 +0000 2017,@316521 Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,,825150.0
779002,Uber_Support,False,Fri Oct 13 00:39:50 +0000 2017,"@306034 Check your DM's, Pablo!",,779001.0
825151,Uber_Support,False,Fri Oct 13 00:30:01 +0000 2017,@316522 We’re here to help! Send us a note here: https://t.co/h840Iouehc and our team will be in touch.,,825152.0
825226,Uber_Support,False,Sun Oct 08 21:40:57 +0000 2017,@316538 Happy to take a closer look! Send us a DM with your email address so we can follow up.,,825227.0
825230,Uber_Support,False,Sun Oct 08 21:34:40 +0000 2017,@316538 Here to help! Send us a note via https://t.co/1xM0TILvAI and we'll be in touch.,,825231.0
825232,Uber_Support,False,Sun Oct 08 21:31:59 +0000 2017,"@316539 Thanks for reaching out, Jonathan! We have followed up with more information via DM.",,825233.0
825554,Uber_Support,False,Fri Oct 13 00:56:18 +0000 2017,@309053 Please DM us your Uber account email address so we can look into this for you. https://t.co/sd7yH5jmbJ,,825555.0
825557,Uber_Support,False,Thu Oct 12 21:09:35 +0000 2017,@309053 Shouldn't be a problem! You can also go ahead and schedule a ride at a specified time. More information here: https://t.co/VYt9zqEmr3,825555,825558.0
825732,Uber_Support,False,Sun Oct 08 21:55:27 +0000 2017,@316657 We're here to help! Send us a note at https://t.co/yfZfahBCoB so our team can connect.,,825733.0
825944,Uber_Support,False,Fri Oct 13 01:07:00 +0000 2017,@276277 Here to help! Send us a DM with your email address with more info so we can assist.,,825945.0
825946,Uber_Support,False,Fri Oct 13 01:04:23 +0000 2017,"@316713 Happy to help, Slos.  If the issue persists, please reach out here: https://t.co/u5mholiN1M",,825947.0
825948,Uber_Support,False,Fri Oct 13 01:04:00 +0000 2017,@262873 Sorry to hear about this! Please send us a note via https://t.co/e8HVorX5rh so we can connect.,,825949.0
825950,Uber_Support,False,Fri Oct 13 01:01:07 +0000 2017,"@316714 We've followed up with your DM, LaQuan! Please check there for more information.",825951,825952.0
825953,Uber_Support,False,Fri Oct 13 06:55:29 +0000 2017,@316714 Hey there! We've just followed up with you via DM.,,825951.0
826296,Uber_Support,False,Fri Oct 13 01:28:58 +0000 2017,@314086 We've been in touch via DM!,,826297.0
826298,Uber_Support,False,Fri Oct 13 01:26:27 +0000 2017,@316824 Here to help! Please contact us via https://t.co/z4sMKpfyh4 so we can follow up,,826299.0
826300,Uber_Support,False,Fri Oct 13 01:21:24 +0000 2017,@316825 We've been in touch via DM! Please keep an eye out for our response.,,826301.0
826302,Uber_Support,False,Fri Oct 13 01:18:39 +0000 2017,@316826 We've been in touch via DM!,,826303.0
826304,Uber_Support,False,Fri Oct 13 01:15:01 +0000 2017,"@316827 Hey, Daniel - please send us a DM with details about how we can help, along with the email address linked to your account.",,826305.0
826660,Uber_Support,False,Fri Oct 13 01:40:34 +0000 2017,@310447 We see your message and will be following up via DM.,"826661,826662",826663.0
826664,Uber_Support,False,Fri Oct 13 01:39:04 +0000 2017,"@316912 We're very sorry to hear about your account, Mashanda! We absolutely want to investigate this ASAP. Please DM us so we can help.",826665,826666.0
826667,Uber_Support,False,Fri Oct 13 10:58:59 +0000 2017,@316912 We assure you we want to help in any way we can. We've located your inquiry and a member of our team will be following up shortly.,"826668,826669,826670",826665.0
826673,Uber_Support,False,Fri Oct 13 01:38:11 +0000 2017,@316913 -We've been in touch via DM!,826674,826675.0
826676,Uber_Support,False,Fri Oct 13 12:16:52 +0000 2017,@316913 We've received your DM and a member of our team has reached out. Please review your messages for our response.,826677,826674.0
826678,Uber_Support,False,Thu Oct 12 20:46:29 +0000 2017,@316913 Hey Habib! Can you please provide your account email via DM as well as more details of the issue? We will follow up. Thank you,826675,826679.0
826680,Uber_Support,False,Fri Oct 13 01:37:55 +0000 2017,@316914 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,"826681,826682",826683.0
826684,Uber_Support,False,Fri Oct 13 08:31:26 +0000 2017,"@316914 Hi, Kyle. Please have the account owner reach out to us in-app, or via link https://t.co/sKZsBXPxp7, we'll follow up ASAP!",,826681.0
826685,Uber_Support,False,Fri Oct 13 01:37:23 +0000 2017,@262873 Sorry for the mix-up! Send us a note here: https://t.co/K05RdmK3t4 and our team will be in touch.,,826686.0
826687,Uber_Support,False,Fri Oct 13 01:30:40 +0000 2017,@316915 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,826688,826689.0
827165,Uber_Support,False,Fri Oct 13 01:58:24 +0000 2017,@317033 Hi there! Happy to take a closer look. Connect with us through https://t.co/faUpVC0LXs and we'll be in touch.,,827166.0
827167,Uber_Support,False,Fri Oct 13 01:57:24 +0000 2017,@317034 Oh no! Please DM us the email linked to your account so we can look into this for you. We look forward to your response.,,827168.0
827170,Uber_Support,False,Fri Oct 13 01:52:38 +0000 2017,@317035 Here to help! Connect with us through https://t.co/fS660rQ8NQ and we'll be in touch.,,827171.0
827172,Uber_Support,False,Fri Oct 13 01:52:01 +0000 2017,@158740 So sorry about that! Please send us a DM with your email address so we can connect right away.,"827173,827174",827175.0
827177,Uber_Support,False,Fri Oct 13 08:29:45 +0000 2017,@158740 Thank you for reaching out to us regarding this concern. We will be reaching out via in-app support for further assistance with this.,,827173.0
822799,Uber_Support,False,Sun Oct 08 22:55:22 +0000 2017,@315996 -We've been in touch via DM!,,822798.0
827488,Uber_Support,False,Sun Oct 08 22:47:51 +0000 2017,@317106 Here to help! Please send us a note at https://t.co/e8HVorX5rh and we'll be happy to look into this for you.,,827489.0
827490,Uber_Support,False,Sun Oct 08 22:45:23 +0000 2017,@317107 We can take a look! Send us a note via https://t.co/QDn91HzZV0 so our team can get in touch.,,827491.0
827523,Uber_Support,False,Mon May 01 23:46:40 +0000 2017,@317118 We'll be sure to follow up with your DM.,827524,827525.0
827611,Uber_Support,False,Fri Oct 13 02:12:40 +0000 2017,"@317135 Head over to https://t.co/IWfScGSb5o, and plugin your address to see if we service your area yet. We hope you have an amazing day!",,79050.0
827612,Uber_Support,False,Fri Oct 13 02:10:57 +0000 2017,@317136 Sorry for the trouble! Send us a note via https://t.co/e8HVorX5rh so our team can connect.,,827613.0
827614,Uber_Support,False,Fri Oct 13 02:04:12 +0000 2017,@317137 We're here to help! Please send us a note via https://t.co/y4EDPcVZOI so we can connect.,,827615.0
827616,Uber_Support,False,Fri Oct 13 02:02:15 +0000 2017,@317138 We take this very seriously. Please send us a direct message with your email address so we can connect ASAP.,,827617.0
827618,Uber_Support,False,Fri Oct 13 02:02:00 +0000 2017,@317139 We hope everyone is ok. Please DM us your email address so we can follow up immediately.,827619,827620.0
827622,Uber_Support,False,Fri Oct 13 02:00:30 +0000 2017,@317140 Oh no! Please DM us the email linked to your account along with the driver and the star rating you prefer them to have.,827623,827624.0
827625,Uber_Support,False,Fri Oct 13 12:52:17 +0000 2017,@317140 Hello! Thanks for your patience. Please check your DM for our reply.,,827623.0
827932,Uber_Support,False,Sun Oct 08 23:07:20 +0000 2017,@317230 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,,827933.0
827940,Uber_Support,False,Sun Oct 08 23:04:43 +0000 2017,@317233 For questions or concerns please reference the following page: https://t.co/HNUfK03sih. Thank you so much.,827941,827942.0
827964,Uber_Support,False,Fri Oct 13 02:27:58 +0000 2017,@215780 We've been in touch via DM!,,827965.0
827966,Uber_Support,False,Fri Oct 13 02:27:56 +0000 2017,@195929 We've followed up with your DM. Please check your inbox for an update.,,827967.0
827968,Uber_Support,False,Fri Oct 13 02:26:49 +0000 2017,@140697 Here to help! Please visit for more info; https://t.co/xMxswVLBKT.,,827969.0
827970,Uber_Support,False,Fri Oct 13 02:26:28 +0000 2017,"@317241 Here to help! To learn more about how to update the rates of your driver,please visit this link https://t.co/M1RhRwgiRE",827971,827972.0
827973,Uber_Support,False,Fri Oct 13 02:24:56 +0000 2017,"@317242 We have replied via DM with some information, please follow up with us there.",827974,827975.0
827976,Uber_Support,False,Fri Oct 13 02:24:53 +0000 2017,@317243 Here to help. Send us a note at https://t.co/xMxswVLBKT so our team can connect.,827977,827978.0
827979,Uber_Support,False,Fri Oct 13 21:10:11 +0000 2017,@317243 Please DM us your account email address and phone number so we can take a look. https://t.co/sd7yH5jmbJ,,827977.0
827980,Uber_Support,False,Fri Oct 13 02:16:02 +0000 2017,@317244 We've followed up via DM so please check your inbox.,,817121.0
828383,Uber_Support,False,Sun Oct 08 23:26:28 +0000 2017,"@317342 Oh no! Thanks for bringing this to our attention. DM us for a follow-up, David.",,828384.0
828388,Uber_Support,False,Sun Oct 08 23:16:55 +0000 2017,@317344 We're so sorry about that! Please send us a DM with your email address with details so we can connect.,,828389.0
828412,Uber_Support,False,Fri Oct 13 03:11:43 +0000 2017,@317352 Here to help! Simply contact us via https://t.co/u3MyknJaaN so our team can assist.,,828413.0
828414,Uber_Support,False,Fri Oct 13 03:10:56 +0000 2017,@317353 Happy to take a closer look. Connect with us through https://t.co/Md7v036OoC and we'll be in touch.,828415,828416.0
828417,Uber_Support,False,Fri Oct 13 09:11:34 +0000 2017,@317353 We can see that a member of our team has followed up. Please review your email inbox and spam folders for our response.,,828415.0
828418,Uber_Support,False,Fri Oct 13 03:03:02 +0000 2017,@317354 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,,828419.0
828420,Uber_Support,False,Fri Oct 13 03:01:59 +0000 2017,@317355 We're here to help! Send us a DM with your email address and more details so we can follow up.,828421,828422.0
828423,Uber_Support,False,Fri Oct 13 19:10:35 +0000 2017,@317355 Let's take a closer look into this - send us a DM with your phone number so we can connect with you.,,828421.0
829166,Uber_Support,False,Sun Oct 08 23:41:31 +0000 2017,@317450 Here to help! Please send us a note at https://t.co/e8HVorX5rh and we'll be happy to look into this for you.,,829167.0
829168,Uber_Support,False,Sun Oct 08 23:41:01 +0000 2017,@317451 Hey! Give us the details about your concern over DM so we can better assist. Thank you!,,829169.0
829584,Uber_Support,False,Fri Oct 13 03:21:22 +0000 2017,@317561 Sorry to hear about the trouble! Please send us a message at https://t.co/0IjoFxwQvx with the details and we'll follow up.,,829585.0
829586,Uber_Support,False,Fri Oct 13 03:28:47 +0000 2017,@317562 Here to help! please send us a note via https://t.co/h840Iouehc so our team can connect.,,829587.0
829588,Uber_Support,False,Fri Oct 13 03:26:11 +0000 2017,@317563 Sorry to hear about that. Send us a note at https://t.co/kGIXas5Cxg so our team can connect.,829589,829590.0
829591,Uber_Support,False,Fri Oct 13 09:54:17 +0000 2017,"@317563 Hi, Steve. Send us a DM with your account email address and we'll be in touch.  https://t.co/sd7yH5jmbJ",,829589.0
829615,Uber_Support,False,Sun Oct 08 23:54:14 +0000 2017,@317566 Here to help! Please send us your email and more details of your concern so we can assist.,,829616.0
829621,Uber_Support,False,Sun Oct 08 23:51:59 +0000 2017,@317568 We can definitely take a closer look! Contact us here; https://t.co/QDn91HzZV0 so we can help.,,829622.0
829909,Uber_Support,False,Thu Oct 19 12:30:34 +0000 2017,"@317627 Hey, Daniel! We've been in touch via DM. Please see our most-recent message for more information, as well as any next steps.",,829910.0
830170,Uber_Support,False,Mon Oct 09 00:10:36 +0000 2017,@317680 We've responded via DM!,,830171.0
830172,Uber_Support,False,Mon Oct 09 00:00:54 +0000 2017,@317681 We're so sorry for the trouble. Send us a note via https://t.co/e8HVorX5rh so we can assist.,,830173.0
830194,Uber_Support,False,Fri Oct 13 03:42:01 +0000 2017,@317690 Happy to help! Please send us a note at https://t.co/QsI1vsdATF and we'll be happy to look into this for you.,"830195,830196",830197.0
830198,Uber_Support,False,Fri Oct 13 10:02:07 +0000 2017,"@317690 Hi, Rana. Send us a DM with your account email address or phone number and we'll be in touch.",830199,830196.0
830200,Uber_Support,False,Fri Oct 13 15:34:55 +0000 2017,@317690 We followed up with you via DM.,,830199.0
830201,Uber_Support,False,Fri Oct 13 03:40:34 +0000 2017,"@317691 Sorry to hear that, Sarah! Please send us a note at https://t.co/z3CPPtLGoq and a member of our team will follow up.",,830202.0
830203,Uber_Support,False,Fri Oct 13 03:33:00 +0000 2017,@317692 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect .,,830204.0
830205,Uber_Support,False,Fri Oct 13 03:31:44 +0000 2017,"@317693 We're expanding quickly, so stay tuned for any changes. You can keep up to date with our cities on https://t.co/u3rIywe9ei.",,830206.0
830207,Uber_Support,False,Fri Oct 13 03:30:20 +0000 2017,@305556 Here to help! Can you please send us a DM with your email address and details so we can connect?,,830208.0
830532,Uber_Support,False,Mon Oct 09 00:28:25 +0000 2017,@317771 We've responded via DM!,,830533.0
830534,Uber_Support,False,Mon Oct 09 00:21:14 +0000 2017,"@316538 We're here to help, Jen! We just sent you a DM.",,825228.0
830544,Uber_Support,False,Fri Oct 13 03:57:54 +0000 2017,@317774 Let's take a closer look! Send us a note via https://t.co/lqVgKnNopt so our team can follow up.,830545,830546.0
830547,Uber_Support,False,Fri Oct 13 03:57:40 +0000 2017,@317775 We've followed up via DM so please check your inbox.,,830548.0
830549,Uber_Support,False,Fri Oct 13 03:53:03 +0000 2017,@317776 We've received your DM and a member of our team has reached out. Please review your messages for our response.,,830550.0
830553,Uber_Support,False,Fri Oct 13 03:52:14 +0000 2017,@317777 So sorry about the trouble! Please send us a DM with your email address and phone number so we can connect.,,830554.0
830829,Uber_Support,False,Fri Oct 13 04:13:56 +0000 2017,@192607 We see your message and will be following up via DM.,,830830.0
830831,Uber_Support,False,Fri Oct 13 04:01:37 +0000 2017,@317843 Sorry to hear about the trouble! Please send us a message at https://t.co/uqkboJjHkD with the details and we'll follow up.,,830832.0
831292,Uber_Support,False,Fri Oct 13 04:34:15 +0000 2017,"@317957 Absolutely not, Anuj. Riders are simply always paired with the closest available car.",831293,831294.0
831295,Uber_Support,False,Fri Oct 13 10:31:59 +0000 2017,"@317957 ETA times are estimates and a variety of external factors like driver availability, heavy traffic or construction can impact travel time.",831296,831293.0
831297,Uber_Support,False,Fri Oct 13 04:31:23 +0000 2017,"@317958 Hey Carly, please reach out with the details at https://t.co/593jusU1lP so we can connect.",,831298.0
831589,Uber_Support,False,Fri Oct 13 04:57:58 +0000 2017,"@318040 Vehicle requirements vary from city to city, to learn about the requirements for your city please go to; https://t.co/5GDfVWBQ10",,831590.0
831591,Uber_Support,False,Fri Oct 13 04:57:33 +0000 2017,"@318041 Let's take another look, Barbara. Please send us a DM with the email linked to your account and we'll follow up.",,831592.0
831593,Uber_Support,False,Tue Oct 10 20:28:06 +0000 2017,"@318041 Sorry to hear about that, Barbara! Go ahead and sent us a note by signing in at https://t.co/48P38j1EH1 and we can take a closer look.",831592,831594.0
831595,Uber_Support,False,Fri Oct 13 04:56:46 +0000 2017,"@318042 For more info on how to apply promo codes, kindly visit this link: https://t.co/CSw3jYzdqK",,831596.0
831597,Uber_Support,False,Fri Oct 13 04:55:56 +0000 2017,@318043 Sorry to hear about this! Send a DM with the e-mail or phone number for your account and we'll look into it for you.,,831598.0
831599,Uber_Support,False,Fri Oct 13 04:55:55 +0000 2017,@318044 Here to help. Send us a note at https://t.co/QDn91Hiowq so our team can connect.,,831600.0
831601,Uber_Support,False,Fri Oct 13 04:54:22 +0000 2017,@318045 Happy to help! Please reach out to https://t.co/zUe0djo9gv and fill out the 4 boxes at the bottom so we can get in touch.,,831602.0
831603,Uber_Support,False,Fri Oct 13 04:49:12 +0000 2017,"@226961 Sorry to hear that, Chirag. Our team is reviewing your email now and will be in touch. We appreciate your patience!",831604,831605.0
831606,Uber_Support,False,Fri Oct 13 04:48:53 +0000 2017,@318046 We can totally look into this for you. Please DM us the email linked to your account so we can further assist you.,,831607.0
831867,Uber_Support,False,Fri Oct 13 05:00:51 +0000 2017,@318112 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,831868,831869.0
832157,Uber_Support,False,Fri Oct 13 05:28:20 +0000 2017,@318191 Here to help! Send us a note via https://t.co/ue84RGvOtf and we'll be in touch.,,832158.0
832162,Uber_Support,False,Fri Oct 13 05:24:16 +0000 2017,"@318193 We've followed up with your DM, Gabriel! Please check there for more detail.",,832163.0
832164,Uber_Support,False,Fri Oct 13 05:21:48 +0000 2017,@318194 Hi! Simply click on the 'Help' button in the app to contact us and we'll be in touch.,,832165.0
832166,Uber_Support,False,Fri Oct 13 05:17:15 +0000 2017,@318195 Happy to help! Please reach out to https://t.co/zUe0djo9gv and fill out the 4 boxes at the bottom so we can get in touch.,,832167.0
832168,Uber_Support,False,Fri Oct 13 05:16:39 +0000 2017,@318196 We're here to help! Please send us a note via https://t.co/xMxswVu0mj so we can connect.,,832169.0
832170,Uber_Support,False,Fri Oct 13 05:15:37 +0000 2017,"@195125 Happy to review this trip, Siobhan. Send us a note at https://t.co/XijNMfNtem so we can help.",,832171.0
832204,Uber_Support,False,Mon Oct 09 01:16:04 +0000 2017,@318205 We're here to help! Please send us a DM with your email address and more details so we can connect.,,832205.0
832379,Uber_Support,False,Fri Oct 13 05:43:35 +0000 2017,"@318247 Here to help, Christopher! We can confirm that a member of our team has reached out to you via email with further assistance.",,832380.0
832381,Uber_Support,False,Fri Oct 13 05:40:56 +0000 2017,"@318248 Hi, Karen! Ride Passes are not currently available to all users within the city. Please stay tuned for future offers and promotions.",832382,832383.0
832384,Uber_Support,False,Fri Oct 13 15:52:13 +0000 2017,"@318248 Please check this out for more info about ride passes, Karen: https://t.co/3h8wdQ4EJK.",,832382.0
832385,Uber_Support,False,Fri Oct 13 05:40:33 +0000 2017,@318249 So sorry about that! Send us a DM with your email address and our team will follow up.,,832386.0
832387,Uber_Support,False,Fri Oct 13 05:38:42 +0000 2017,@318250 Sorry to hear about the trouble! Please send us a message at https://t.co/uqkboJjHkD with the details and we'll follow up.,,832388.0
832389,Uber_Support,False,Fri Oct 13 05:36:32 +0000 2017,@318251 Here to help! Send us a note via https://t.co/lqVgKnNopt so we can help.,,832390.0
832391,Uber_Support,False,Fri Oct 13 05:35:11 +0000 2017,"@318252 Here to help, Nate! You can opt into doing deliveries by following this link; https://t.co/EL9gyPUQ0K.",,832392.0
832393,Uber_Support,False,Fri Oct 13 05:35:07 +0000 2017,@318253 Sorry to hear about the trouble! Please send us a message at https://t.co/uqkboJjHkD with the details and we'll follow up.,,832394.0
832395,Uber_Support,False,Fri Oct 13 05:34:55 +0000 2017,@318254 Oh no! Send us a note here; https://t.co/e8HVoseGiP and our team will be able to assist!,,832396.0
832532,Uber_Support,False,Fri Oct 13 05:50:28 +0000 2017,@318288 Sorry to hear about that! Can you please contact us via https://t.co/iOszeeZA9o so our team can connect?,,832533.0
832534,Uber_Support,False,Fri Oct 13 05:48:48 +0000 2017,@318289 Happy to help! Please send us a DM with your email address and phone number so we can connect.,,832535.0
832743,Uber_Support,False,Fri Oct 13 06:12:38 +0000 2017,@318324 Here to help. Send us a note at https://t.co/pT35tgYHLJ so our team can connect.,832744,832745.0
832746,Uber_Support,False,Tue Oct 17 13:07:58 +0000 2017,"@318324 We'll check the status of your inquiry, J. Please share your email address in DM and we'll connect. https://t.co/sd7yH5jmbJ",,832744.0
832747,Uber_Support,False,Fri Oct 13 06:06:45 +0000 2017,@318325 Sorry to hear about that. Can you please contact us via: https://t.co/lqVgKnNopt so our team can connect.,,832748.0
832749,Uber_Support,False,Fri Oct 13 06:04:55 +0000 2017,@318326 Sorry to hear about that! Can you please contact us via https://t.co/iOszeeZA9o so our team can connect?,"832750,832751",832752.0
832753,Uber_Support,False,Fri Oct 13 12:23:02 +0000 2017,"@318326 Hi, Luke. We can see that our team followed up with your in-app support inquiry. Please respond to your thread with any additional concerns.",,832751.0
832951,Uber_Support,False,Fri Oct 13 06:27:30 +0000 2017,@318377 Oh no! Send us a DM with your account email address and we'll be in touch.,,832952.0
832953,Uber_Support,False,Fri Oct 13 06:20:18 +0000 2017,"@318378 Hi! Tipping is associated with your trip, not your name. Partners will be able to view tips within their trip earnings.",,832954.0
833198,Uber_Support,False,Fri Oct 13 06:36:38 +0000 2017,@318420 Here to help. Send us a note at https://t.co/h840Iouehc so our team can connect.,,833199.0
833200,Uber_Support,False,Fri Oct 13 06:34:50 +0000 2017,@166958 No Problem! Let us know if we can help in the future.,833201,833202.0
833203,Uber_Support,False,Thu Oct 19 01:29:04 +0000 2017,"@166958 Drivers are independent contractors and may have to cancel at any time for any reason. If the issue persists, let us know.",,833201.0
833204,Uber_Support,False,Thu Oct 12 19:31:59 +0000 2017,"@166958 Hey there! Currently, Uber Car Seat isn't an option in Seattle. We recommend bringing your own child seat to ensure regulatory compliance.",833202,833205.0
833206,Uber_Support,False,Fri Oct 13 06:34:02 +0000 2017,"@318421 Here to help, Candice! Please connect with us here; https://t.co/qHI8xcWfiW so we can follow up right away with you.",,833207.0
833208,Uber_Support,False,Fri Oct 13 06:33:58 +0000 2017,@318422 Oh no! Please DM us the email linked to your account so we can look into this for you. We look forward to your response.,,833209.0
833210,Uber_Support,False,Fri Oct 13 06:33:07 +0000 2017,@318423 We see your message and will be following up via DM.,,833211.0
833212,Uber_Support,False,Fri Oct 13 06:32:38 +0000 2017,@318424 Happy to help! Send us a note here: https://t.co/er8VJmTsN0 and a member of our team will be in touch as soon as possible.,,833213.0
833214,Uber_Support,False,Fri Oct 13 06:31:45 +0000 2017,@318425 We've received your DM and a member of our team has reached out. Please review your messages for our response.,,833215.0
833216,Uber_Support,False,Fri Oct 13 06:30:39 +0000 2017,@318426 Thanks for reaching out. We'll get this sorted out! Please send us a note through https://t.co/balq3Eyso6 so we can help.,,833217.0
833449,Uber_Support,False,Fri Oct 13 06:58:26 +0000 2017,@318469 Let's take a further look into this. Please send us a DM with your email and phone number linked to your account.,,833450.0
833454,Uber_Support,False,Fri Oct 13 06:55:10 +0000 2017,@318471 We see your message and will be following up via DM.,833455,833456.0
833457,Uber_Support,False,Wed Oct 18 20:41:53 +0000 2017,@318471 Hey Chris! Can you please DM us a contact email address? https://t.co/sd7yH5jmbJ,,833455.0
833458,Uber_Support,False,Fri Oct 13 06:49:26 +0000 2017,@205652 Absolutely! Send us a DM with your account email address + details and we'll be in touch.,833459,833460.0
833461,Uber_Support,False,Fri Oct 13 06:47:46 +0000 2017,"@318472 We have replied via DM with some information, please follow up with us there.",,833462.0
833671,Uber_Support,False,Fri Oct 13 07:14:05 +0000 2017,@318524 We've followed up via DM so please check your inbox.,,833672.0
833673,Uber_Support,False,Fri Oct 13 07:13:23 +0000 2017,@318525 Here to help! Send us a note at https://t.co/IeSxT5cVHC so our team can connect.,,833674.0
833677,Uber_Support,False,Fri Oct 13 07:12:24 +0000 2017,@318527 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,,833678.0
833679,Uber_Support,False,Fri Oct 13 07:11:13 +0000 2017,"@318528 Sorry for the trouble! Send us a note here, https://t.co/h840Iouehc and our team will be in touch.",,833680.0
833681,Uber_Support,False,Fri Oct 13 07:10:25 +0000 2017,@191544 Let's take a further look into this. Please send us a DM for a follow up.,,316373.0
833682,Uber_Support,False,Fri Oct 13 07:09:51 +0000 2017,@318529 Sorry to hear about the trouble! Please send us a message at https://t.co/xLLG6cfrJA with the details and we'll follow up.,833683,433779.0
833687,Uber_Support,False,Fri Oct 13 07:09:11 +0000 2017,@318531 Let's take a further look into this. Please send us a DM with your email and phone number linked to your account.,,833688.0
833689,Uber_Support,False,Fri Oct 13 07:07:45 +0000 2017,@318532 Let's take a further look into this. Please send us a DM with your email and phone number linked to your account.,,833690.0
833691,Uber_Support,False,Fri Oct 13 07:07:12 +0000 2017,"@318533 Here to help! Send us a note at https://t.co/e8HVorX5rh, so our team can connect right away.",,833692.0
833693,Uber_Support,False,Fri Oct 13 07:03:22 +0000 2017,@318534 We've followed up via DM so please check your inbox.,,833694.0
833765,Uber_Support,False,Mon Oct 09 02:21:12 +0000 2017,@318551 Here to help! Send us a note here: https://t.co/dInR3racif and our team will be in touch.,,833766.0
834132,Uber_Support,False,Mon Oct 09 02:32:44 +0000 2017,@318644 We're so sorry for the trouble. Send us a note via https://t.co/e8HVorX5rh so we can assist.,,834133.0
834228,Uber_Support,False,Fri Oct 13 07:42:35 +0000 2017,@318662 Here to help! Send us a note via https://t.co/bGbBMJqMgN and we'll be in touch.,,834229.0
834230,Uber_Support,False,Fri Oct 13 07:39:12 +0000 2017,@318663 Sorry to hear about the trouble! Please send us a message at https://t.co/o056uE8sfv with the details and we'll follow up.,,834231.0
834232,Uber_Support,False,Fri Oct 13 07:38:19 +0000 2017,@318664 Here to help! Send us a note at https://t.co/1xM0TILvAI so our team can connect.,,834233.0
834473,Uber_Support,False,Fri Oct 13 07:59:07 +0000 2017,@318706 Sorry to hear about the trouble! Please send us a message at https://t.co/o056uE8sfv with the details and we'll follow up.,,834474.0
834475,Uber_Support,False,Fri Oct 13 07:57:57 +0000 2017,@318707 Sorry to hear about the trouble! Please send us a message at https://t.co/o056uE8sfv with the details and we'll follow up.,,834476.0
834478,Uber_Support,False,Fri Oct 13 07:48:19 +0000 2017,@309973 We can definitely follow up! Send us a note here; https://t.co/mCbloZWiGj so our team can connect.,"834479,834480",834481.0
834482,Uber_Support,False,Fri Oct 13 13:52:07 +0000 2017,"@309973 Please DM us the email address you used to send your support message with, so we can follow up. https://t.co/sd7yH5jmbJ",,834479.0
834483,Uber_Support,False,Thu Oct 12 18:36:32 +0000 2017,@309973 So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,834481,834484.0
834485,Uber_Support,False,Fri Oct 13 07:45:39 +0000 2017,@318709 Our team is reviewing your email and will be in touch. We appreciate your patience.,834486,834487.0
834488,Uber_Support,False,Sat Oct 14 10:34:41 +0000 2017,@318709 Sorry to hear about the trouble. Please reply to us in-app or by e-mail to continue communication on this. We're happy to help!,,834486.0
834863,Uber_Support,False,Fri Oct 13 08:14:09 +0000 2017,"@318787 Here to help, Andy. Please send us a note here https://t.co/J1AzB6DDDr, and our team will be in touch.","834864,834865",834866.0
834867,Uber_Support,False,Fri Oct 13 16:17:23 +0000 2017,"@318787 Hey, Andy. Please DM us the email and phone number linked to your account so we can follow up.  https://t.co/sd7yH5jmbJ",,834864.0
834868,Uber_Support,False,Fri Oct 13 08:13:39 +0000 2017,@318788 We're always here to help! Simply click on the 'Help' button in the app to contact us.,834869,834870.0
834871,Uber_Support,False,Fri Oct 13 13:29:01 +0000 2017,"@318788 Hey, Sunny. DM us the details of your concern, or fill in the blank form here - https://t.co/zUe0dj6yoX. https://t.co/sd7yH5jmbJ",,834869.0
834872,Uber_Support,False,Fri Oct 13 08:13:29 +0000 2017,@318789 So sorry about the trouble! Please send us a DM with your email address and phone number so we can connect.,,834873.0
835180,Uber_Support,False,Fri Oct 13 08:29:33 +0000 2017,@318848 Here to help! Send us a note at https://t.co/wW2bTlNcsR so our team can connect.,,835181.0
835182,Uber_Support,False,Fri Oct 13 08:29:25 +0000 2017,"@318849 Happy to help! Send us a note here, https://t.co/e8HVorX5rh, and our team will follow up.",835183,835184.0
835185,Uber_Support,False,Fri Oct 13 08:23:58 +0000 2017,@176993 We're happy to look into this - send us a note at https://t.co/jm4ITwt95w so we can follow up!,,835186.0
835189,Uber_Support,False,Fri Oct 13 08:22:18 +0000 2017,"@318850 Hey Mei-Chuan, you can learn more here; https://t.co/vMKzBXlRcL",,835190.0
